,14048,2022-11-16 10:31:12,77,0,0.1,372,372.1,292,0.2,1,ok
0,14049,2022-11-16 10:31:14,77,0,0,375,360,296,0,1,ok
1,14050,2022-11-16 10:31:17,77,0,0,365,378,289,0,1,ok
2,14051,2022-11-16 10:31:19,77,0,0,362,373,288,0,1,ok
3,14052,2022-11-16 10:31:21,77,0,0,372,351,295,0,1,ok
4,14053,2022-11-16 10:31:23,77,0,0,367,374,290,1,1,ok
5,14054,2022-11-16 10:31:25,77,0,0,363,367,285,1,1,ok
6,14055,2022-11-16 10:31:28,77,0,0,363,367,285,1,1,ok
7,14056,2022-11-16 10:31:30,77,0,0,369,371,281,1,1,ok
8,14057,2022-11-16 10:31:32,77,0,0,369,371,281,1,1,ok
9,14058,2022-11-16 10:31:34,77,0,0,369,356,289,1,1,ok
10,14059,2022-11-16 10:31:36,77,0,0,368,352,292,1,1,ok
11,14060,2022-11-16 10:31:38,77,0,0,367,362,286,2,1,ok
12,14061,2022-11-16 10:31:41,77,0,0,369,365,286,3,1,ok
13,14062,2022-11-16 10:31:44,77,0,0,364,355,285,3,1,ok
14,14063,2022-11-16 10:31:46,77,0,0,364,355,285,3,1,ok
15,14064,2022-11-16 10:31:48,77,0,0,369,352,284,3,1,ok
16,14065,2022-11-16 10:31:50,77,0,0,365,358,288,3,1,ok
17,14066,2022-11-16 10:31:53,77,0,0,373,356,285,3,1,ok
18,14067,2022-11-16 10:31:55,77,0,0,365,357,283,3,1,ok
19,14068,2022-11-16 10:31:57,77,0,0,370,352,288,3,1,ok
20,14069,2022-11-16 10:31:59,77,0,0,372,356,294,3,1,ok
21,14070,2022-11-16 10:32:01,77,0,0,367,364,291,4,1,ok
22,14071,2022-11-16 10:32:03,77,0,0,372,362,282,4,1,ok
23,14072,2022-11-16 10:32:05,77,0,0,369,360,287,6,1,ok
24,14073,2022-11-16 10:32:07,77,0,0,369,360,287,6,1,ok
25,14074,2022-11-16 10:32:09,77,0,0,368,365,288,7,1,ok
26,14075,2022-11-16 10:32:12,77,0,0,367,361,289,7,1,ok
27,14076,2022-11-16 10:32:14,77,0,0,368,363,288,7,1,ok
28,14077,2022-11-16 10:32:16,77,0,0,368,363,288,7,1,ok
29,14078,2022-11-16 10:32:18,77,0,0,368,363,288,7,1,ok
30,14079,2022-11-16 10:32:20,77,0,0,372,364,290,8,1,ok
31,14080,2022-11-16 10:32:23,77,0,0,361,366,294,8,1,ok
32,14081,2022-11-16 10:32:25,77,0,0,371,383,296,8,1,ok
33,14082,2022-11-16 10:32:27,77,0,0,368,371,291,9,1,ok
34,14083,2022-11-16 10:32:29,77,0,0,371,352,290,10,1,ok
35,14084,2022-11-16 10:32:32,77,0,0,357,355,286,12,1,ok
36,14085,2022-11-16 10:32:34,77,0,0,376,356,292,12,1,ok
37,14086,2022-11-16 10:32:36,77,0,0,386,358,286,14,1,ok
38,14087,2022-11-16 10:32:40,77,0,0,371,357,290,16,1,ok
39,14088,2022-11-16 10:32:43,77,0,0,380,359,290,17,1,ok
40,14089,2022-11-16 10:32:45,77,0,0,368,357,289,17,1,ok
41,14090,2022-11-16 10:32:47,77,0,0,381,361,290,17,1,ok
42,14091,2022-11-16 10:32:49,77,0,0,370,355,285,17,1,ok
43,14092,2022-11-16 10:32:52,77,0,0,363,374,284,19,1,ok
44,14093,2022-11-16 10:32:54,77,0,0,370,353,288,19,1,ok
45,14094,2022-11-16 10:32:56,77,0,0,381,346,288,19,1,ok
46,14095,2022-11-16 10:32:58,77,0,0,370,357,286,20,1,ok
47,14096,2022-11-16 10:33:00,77,0,0,378,354,291,21,1,ok
48,14097,2022-11-16 10:33:02,77,0,0,378,354,291,21,1,ok
49,14098,2022-11-16 10:33:04,77,0,0,378,356,292,22,1,ok
50,14099,2022-11-16 10:33:07,77,0,0,373,352,290,22,1,ok
51,14100,2022-11-16 10:33:09,77,0,0,373,352,290,22,1,ok
52,14101,2022-11-16 10:33:11,77,0,0,369,348,290,23,1,ok
53,14102,2022-11-16 10:33:13,77,0,0,369,348,290,23,1,ok
54,14103,2022-11-16 10:33:15,77,0,0,371,352,291,24,1,ok
55,14104,2022-11-16 10:33:17,77,0,0,352,368,292,24,1,ok
56,14105,2022-11-16 10:33:19,77,0,0,379,367,290,25,1,ok
57,14106,2022-11-16 10:33:21,77,0,0,380,355,288,26,1,ok
58,14107,2022-11-16 10:33:23,77,0,0,380,358,289,26,1,ok
59,14108,2022-11-16 10:33:25,77,0,0,380,348,289,27,1,ok
60,14109,2022-11-16 10:33:27,77,0,0,377,340,294,28,1,ok
61,14110,2022-11-16 10:33:29,77,0,0,360,375,288,29,1,ok
62,14111,2022-11-16 10:33:31,77,0,0,369,369,295,30,1,ok
63,14112,2022-11-16 10:33:33,77,0,0,367,349,293,31,1,ok
64,14113,2022-11-16 10:33:35,77,0,0,368,371,292,32,1,ok
65,14114,2022-11-16 10:33:37,77,0,0,367,360,290,32,1,ok
66,14115,2022-11-16 10:33:39,77,0,0,366,385,293,33,1,ok
67,14116,2022-11-16 10:33:41,77,0,0,386,359,288,34,1,ok
68,14117,2022-11-16 10:33:43,77,0,0,384,364,293,34,1,ok
69,14118,2022-11-16 10:33:45,77,0,0,385,360,289,35,1,ok
70,14119,2022-11-16 10:33:47,77,0,0,375,352,292,36,1,ok
71,14120,2022-11-16 10:33:49,77,0,0,377,342,296,36,1,ok
72,14121,2022-11-16 10:33:52,77,0,0,369,377,289,36,1,ok
73,14122,2022-11-16 10:33:53,77,0,0,369,377,289,36,1,ok
74,14123,2022-11-16 10:33:55,77,0,0,366,387,291,37,1,ok
75,14124,2022-11-16 10:33:57,77,0,0,364,393,292,38,1,ok
76,14125,2022-11-16 10:33:59,77,0,0,364,386,290,39,1,ok
77,14126,2022-11-16 10:34:02,77,0,0,368,358,289,41,1,ok
78,14127,2022-11-16 10:34:04,77,0,0,377,338,305,41,1,ok
79,14128,2022-11-16 10:34:06,77,0,0,364,350,298,42,1,ok
80,14129,2022-11-16 10:34:08,77,0,0,359,348,297,42,1,ok
81,14130,2022-11-16 10:34:10,77,0,0,355,344,296,43,1,ok
82,14131,2022-11-16 10:34:12,77,0,0,350,374,292,43,1,ok
83,14132,2022-11-16 10:34:14,77,0,0,356,379,295,44,1,ok
84,14133,2022-11-16 10:34:16,77,0,0,352,385,294,45,1,ok
85,14134,2022-11-16 10:34:18,77,0,0,352,382,293,45,1,ok
86,14135,2022-11-16 10:34:20,77,0,0,351,384,291,47,1,ok
87,14136,2022-11-16 10:34:22,77,0,0,359,378,294,48,1,ok
88,14137,2022-11-16 10:34:25,77,0,0,373,371,289,49,1,ok
89,14163,2022-11-16 10:41:31,77,0,0,373,371,289,49,1,ok
90,14164,2022-11-16 10:41:33,77,0,0,384,387,450,0,2,ok
91,14165,2022-11-16 10:41:35,77,0,0,370,381,448,1,2,ok
92,14166,2022-11-16 10:41:37,77,0,0,370,381,448,1,2,ok
93,14167,2022-11-16 10:41:40,77,0,0,376,388,448,3,2,ok
94,14168,2022-11-16 10:41:41,77,0,0,383,383,451,4,2,ok
95,14169,2022-11-16 10:41:44,77,0,0,387,420,436,5,2,ok
96,14170,2022-11-16 10:41:46,77,0,0,388,379,435,5,2,ok
97,14171,2022-11-16 10:41:48,77,0,0,388,374,446,5,2,ok
98,14172,2022-11-16 10:41:51,77,0,0,368,355,432,6,2,ok
99,14173,2022-11-16 10:41:53,77,0,0,368,349,433,7,2,ok
100,14174,2022-11-16 10:41:55,77,0,0,365,348,432,9,2,ok
101,14175,2022-11-16 10:41:57,77,0,0,370,384,434,10,2,ok
102,14177,2022-11-16 10:42:02,77,0,0,372,368,434,12,2,ok
103,14178,2022-11-16 10:42:04,77,0,0,369,374,433,13,2,ok
104,14179,2022-11-16 10:42:06,77,0,0,376,360,445,15,2,ok
105,14180,2022-11-16 10:42:08,77,0,0,372,373,434,17,2,ok
106,14181,2022-11-16 10:42:11,77,0,0,372,367,434,18,2,ok
107,14182,2022-11-16 10:42:15,77,0,0,358,375,437,20,2,ok
108,14183,2022-11-16 10:42:17,77,0,0,362,368,441,21,2,ok
109,14184,2022-11-16 10:42:19,77,0,0,362,368,435,22,2,ok
110,14185,2022-11-16 10:42:21,77,0,0,369,369,432,23,2,ok
111,14186,2022-11-16 10:42:22,77,0,0,368,372,438,25,2,ok
112,14187,2022-11-16 10:42:25,77,0,0,367,369,435,26,2,ok
113,14188,2022-11-16 10:42:26,77,0,0,364,368,434,27,2,ok
114,14189,2022-11-16 10:42:28,77,0,0,367,367,434,29,2,ok
115,14190,2022-11-16 10:42:31,77,0,0,369,370,438,30,2,ok
116,14191,2022-11-16 10:42:33,77,0,0,372,372,438,31,2,ok
117,14192,2022-11-16 10:42:34,77,0,0,363,371,436,33,2,ok
118,14193,2022-11-16 10:42:37,77,0,0,361,366,437,34,2,ok
119,14194,2022-11-16 10:42:39,77,0,0,373,376,433,35,2,ok
120,14195,2022-11-16 10:42:40,77,0,0,373,378,445,37,2,ok
121,14197,2022-11-16 10:42:45,77,0,0,366,371,442,39,2,ok
122,14198,2022-11-16 10:42:49,77,0,0,364,374,442,41,2,ok
123,14199,2022-11-16 10:42:51,77,0,0,364,376,443,43,2,ok
124,14200,2022-11-16 10:42:53,77,0,0,363,374,442,44,2,ok
125,14201,2022-11-16 10:42:56,77,0,0,372,377,441,46,2,ok
126,14202,2022-11-16 10:42:59,77,0,0,372,376,447,48,2,ok
127,14205,2022-11-16 10:46:19,77,0,0,374,373,443,49,2,ok
128,14206,2022-11-16 10:46:20,77,0,0,374,452,371,0,3,ok
129,14207,2022-11-16 10:46:22,77,0,0,374,453,365,1,3,ok
130,14208,2022-11-16 10:46:24,77,0,0,377,451,374,2,3,ok
131,14209,2022-11-16 10:46:26,77,0,0,377,455,368,3,3,ok
132,14210,2022-11-16 10:46:28,77,0,0,376,454,368,4,3,ok
133,14211,2022-11-16 10:46:30,77,0,0,380,434,383,5,3,ok
134,14212,2022-11-16 10:46:32,77,0,0,372,463,377,6,3,ok
135,14213,2022-11-16 10:46:34,77,0,0,376,456,371,6,3,ok
136,14214,2022-11-16 10:46:36,77,0,0,381,457,372,7,3,ok
137,14215,2022-11-16 10:46:38,77,0,0,380,454,372,7,3,ok
138,14216,2022-11-16 10:46:41,77,0,0,375,457,367,8,3,ok
139,14217,2022-11-16 10:46:43,77,0,0,376,457,365,8,3,ok
140,14218,2022-11-16 10:46:44,77,0,0,376,457,364,9,3,ok
141,14219,2022-11-16 10:46:47,77,0,0,379,459,359,10,3,ok
142,14220,2022-11-16 10:46:49,77,0,0,375,452,359,10,3,ok
143,14221,2022-11-16 10:46:51,77,0,0,374,453,354,10,3,ok
144,14222,2022-11-16 10:46:53,77,0,0,357,450,356,10,3,ok
145,14223,2022-11-16 10:46:55,77,0,0,369,455,375,10,3,ok
146,14224,2022-11-16 10:46:57,77,0,0,382,456,363,11,3,ok
147,14225,2022-11-16 10:46:59,77,0,0,381,453,369,12,3,ok
148,14226,2022-11-16 10:47:01,77,0,0,379,453,368,13,3,ok
149,14227,2022-11-16 10:47:03,77,0,0,374,453,375,14,3,ok
150,14228,2022-11-16 10:47:05,77,0,0,373,448,359,15,3,ok
