151,14229,2022-11-16 10:47:07,77,0,0,372,453,358,16,3,ok
152,14230,2022-11-16 10:47:09,77,0,0,372,453,363,17,3,ok
153,14231,2022-11-16 10:47:11,77,0,0,378,452,378,17,3,ok
154,14232,2022-11-16 10:47:13,77,0,0,384,451,373,18,3,ok
155,14233,2022-11-16 10:47:14,77,0,0,371,451,371,19,3,ok
156,14234,2022-11-16 10:47:16,77,0,0,366,452,372,20,3,ok
157,14235,2022-11-16 10:47:18,77,0,0,374,452,376,21,3,ok
158,14236,2022-11-16 10:47:21,77,0,0,373,447,375,22,3,ok
159,14237,2022-11-16 10:47:22,77,0,0,373,447,375,22,3,ok
160,14238,2022-11-16 10:47:24,77,0,0,358,444,353,23,3,ok
161,14239,2022-11-16 10:47:26,77,0,0,378,452,368,24,3,ok
162,14240,2022-11-16 10:47:28,77,0,0,369,454,368,25,3,ok
163,14241,2022-11-16 10:47:31,77,0,0,368,452,380,25,3,ok
164,14242,2022-11-16 10:47:33,77,0,0,378,451,389,25,3,ok
165,14243,2022-11-16 10:47:35,77,0,0,372,454,367,25,3,ok
166,14244,2022-11-16 10:47:37,77,0,0,371,452,352,26,3,ok
167,14245,2022-11-16 10:47:39,77,0,0,369,453,354,27,3,ok
168,14246,2022-11-16 10:47:41,77,0,0,370,450,359,27,3,ok
169,14247,2022-11-16 10:47:44,77,0,0,373,454,367,27,3,ok
170,14248,2022-11-16 10:47:46,77,0,0,373,454,367,27,3,ok
171,14249,2022-11-16 10:47:48,77,0,0,368,457,372,28,3,ok
172,14250,2022-11-16 10:47:51,77,0,0,369,453,375,29,3,ok
173,14251,2022-11-16 10:47:53,77,0,0,370,452,374,29,3,ok
174,14252,2022-11-16 10:47:54,77,0,0,369,454,375,30,3,ok
175,14253,2022-11-16 10:47:56,77,0,0,364,470,392,31,3,ok
176,14254,2022-11-16 10:47:58,77,0,0,377,454,359,32,3,ok
177,14255,2022-11-16 10:48:00,77,0,0,369,451,346,33,3,ok
178,14256,2022-11-16 10:48:03,77,0,0,364,441,343,34,3,ok
179,14257,2022-11-16 10:48:05,77,0,0,359,438,374,34,3,ok
180,14258,2022-11-16 10:48:07,77,0,0,372,430,385,35,3,ok
181,14259,2022-11-16 10:48:09,77,0,0,366,442,374,36,3,ok
182,14260,2022-11-16 10:48:11,77,0,0,373,444,362,36,3,ok
183,14261,2022-11-16 10:48:12,77,0,0,381,445,359,37,3,ok
184,14262,2022-11-16 10:48:14,77,0,0,350,442,350,38,3,ok
185,14263,2022-11-16 10:48:17,77,0,0,372,431,380,39,3,ok
186,14264,2022-11-16 10:48:18,77,0,0,367,432,391,39,3,ok
187,14265,2022-11-16 10:48:20,77,0,0,365,436,382,40,3,ok
188,14266,2022-11-16 10:48:22,77,0,0,361,440,361,41,3,ok
189,14267,2022-11-16 10:48:24,77,0,0,358,437,337,42,3,ok
190,14268,2022-11-16 10:48:26,77,0,0,369,439,336,42,3,ok
191,14269,2022-11-16 10:48:28,77,0,0,366,438,344,43,3,ok
192,14270,2022-11-16 10:48:30,77,0,0,364,438,340,44,3,ok
193,14271,2022-11-16 10:48:32,77,0,0,362,438,342,44,3,ok
194,14272,2022-11-16 10:48:34,77,0,0,376,433,371,45,3,ok
195,14273,2022-11-16 10:48:36,77,0,0,372,443,353,46,3,ok
196,14274,2022-11-16 10:48:38,77,0,0,369,434,348,47,3,ok
197,14275,2022-11-16 10:48:40,77,0,0,358,437,340,48,3,ok
198,14276,2022-11-16 10:49:26,77,0,0,375,294,368,0,4,ok
199,14277,2022-11-16 10:49:28,77,0,0,375,294,368,0,4,ok
200,14278,2022-11-16 10:49:30,77,0,0,381,289,380,0,4,ok
201,14279,2022-11-16 10:49:32,77,0,0,378,284,355,1,4,ok
202,14280,2022-11-16 10:49:34,77,0,0,377,292,355,1,4,ok
203,14281,2022-11-16 10:49:36,77,0,0,371,285,360,2,4,ok
204,14282,2022-11-16 10:49:38,77,0,0,367,287,352,2,4,ok
205,14283,2022-11-16 10:49:40,77,0,0,375,288,357,3,4,ok
206,14284,2022-11-16 10:49:42,77,0,0,377,290,370,4,4,ok
207,14285,2022-11-16 10:49:44,77,0,0,390,296,370,5,4,ok
208,14286,2022-11-16 10:49:46,77,0,0,386,273,373,5,4,ok
209,14287,2022-11-16 10:49:48,77,0,0,375,286,374,6,4,ok
210,14288,2022-11-16 10:49:50,77,0,0,371,292,374,6,4,ok
211,14289,2022-11-16 10:49:52,77,0,0,370,289,345,7,4,ok
212,14290,2022-11-16 10:49:54,77,0,0,371,290,362,8,4,ok
213,14291,2022-11-16 10:49:55,77,0,0,370,292,379,9,4,ok
214,14292,2022-11-16 10:49:58,77,0,0,372,290,362,10,4,ok
215,14293,2022-11-16 10:50:00,77,0,0,371,290,368,10,4,ok
216,14294,2022-11-16 10:50:02,77,0,0,370,296,387,11,4,ok
217,14295,2022-11-16 10:50:04,77,0,0,377,294,376,11,4,ok
218,14296,2022-11-16 10:50:06,77,0,0,375,295,340,11,4,ok
219,14297,2022-11-16 10:50:08,77,0,0,364,292,344,12,4,ok
220,14298,2022-11-16 10:50:10,77,0,0,355,291,341,12,4,ok
221,14299,2022-11-16 10:50:12,77,0,0,373,289,347,12,4,ok
222,14300,2022-11-16 10:50:14,77,0,0,384,290,364,13,4,ok
223,14301,2022-11-16 10:50:16,77,0,0,382,292,370,14,4,ok
224,14302,2022-11-16 10:50:18,77,0,0,381,290,365,15,4,ok
225,14303,2022-11-16 10:50:20,77,0,0,371,291,359,16,4,ok
226,14304,2022-11-16 10:50:22,77,0,0,377,290,365,16,4,ok
227,14305,2022-11-16 10:50:24,77,0,0,378,292,378,17,4,ok
228,14306,2022-11-16 10:50:26,77,0,0,374,289,361,18,4,ok
229,14307,2022-11-16 10:50:28,77,0,0,376,291,366,18,4,ok
230,14308,2022-11-16 10:50:30,77,0,0,377,291,370,19,4,ok
231,14309,2022-11-16 10:50:32,77,0,0,378,290,367,20,4,ok
232,14310,2022-11-16 10:50:34,77,0,0,372,289,365,21,4,ok
233,14311,2022-11-16 10:50:36,77,0,0,373,289,365,21,4,ok
234,14312,2022-11-16 10:50:38,77,0,0,374,290,363,22,4,ok
235,14313,2022-11-16 10:50:40,77,0,0,372,289,364,23,4,ok
236,14314,2022-11-16 10:50:42,77,0,0,374,289,366,24,4,ok
237,14315,2022-11-16 10:50:44,77,0,0,374,289,363,25,4,ok
238,14316,2022-11-16 10:50:46,77,0,0,376,289,364,25,4,ok
239,14317,2022-11-16 10:50:48,77,0,0,363,281,364,26,4,ok
240,14318,2022-11-16 10:50:50,77,0,0,370,288,348,27,4,ok
241,14319,2022-11-16 10:50:52,77,0,0,370,287,361,27,4,ok
242,14320,2022-11-16 10:50:54,77,0,0,368,292,341,28,4,ok
243,14321,2022-11-16 10:50:56,77,0,0,368,296,329,29,4,ok
244,14322,2022-11-16 10:50:58,77,0,0,367,295,319,29,4,ok
245,14323,2022-11-16 10:51:00,77,0,0,370,296,326,29,4,ok
246,14324,2022-11-16 10:51:02,77,0,0,368,295,327,30,4,ok
247,14325,2022-11-16 10:51:04,77,0,0,375,289,364,31,4,ok
248,14326,2022-11-16 10:51:06,77,0,0,376,295,376,32,4,ok
249,14327,2022-11-16 10:51:08,77,0,0,379,294,377,32,4,ok
250,14328,2022-11-16 10:51:10,77,0,0,377,298,380,33,4,ok
251,14333,2022-11-16 10:51:30,77,0,0,382,292,336,34,4,ok
252,14334,2022-11-16 10:51:32,77,0,0,397,299,361,34,4,ok
253,14335,2022-11-16 10:51:34,77,0,0,391,291,351,34,4,ok
254,14336,2022-11-16 10:51:37,77,0,0,391,298,375,34,4,ok
255,14337,2022-11-16 10:51:39,77,0,0,388,299,371,34,4,ok
256,14338,2022-11-16 10:51:41,77,0,0,382,291,372,34,4,ok
257,14339,2022-11-16 10:51:43,77,0,0,379,290,366,35,4,ok
258,14340,2022-11-16 10:51:45,77,0,0,381,290,367,35,4,ok
259,14341,2022-11-16 10:51:48,77,0,0,381,290,367,35,4,ok
260,14342,2022-11-16 10:51:50,77,0,0,395,301,365,35,4,ok
261,14343,2022-11-16 10:51:52,77,0,0,391,296,355,35,4,ok
262,14344,2022-11-16 10:51:54,77,0,0,377,300,344,35,4,ok
263,14345,2022-11-16 10:51:56,77,0,0,391,298,380,36,4,ok
264,14347,2022-11-16 10:52:01,77,0,0,376,293,367,37,4,ok
265,14348,2022-11-16 10:52:03,77,0,0,375,295,359,38,4,ok
266,14349,2022-11-16 10:52:06,77,0,0,374,293,369,40,4,ok
267,14350,2022-11-16 10:52:08,77,0,0,369,291,359,40,4,ok
268,14351,2022-11-16 10:52:10,77,0,0,369,291,353,41,4,ok
269,14352,2022-11-16 10:52:12,77,0,0,369,291,353,41,4,ok
270,14353,2022-11-16 10:52:15,77,0,0,373,290,362,42,4,ok
271,14354,2022-11-16 10:52:16,77,0,0,371,289,362,42,4,ok
272,14355,2022-11-16 10:52:19,77,0,0,371,288,362,43,4,ok
273,14356,2022-11-16 10:52:21,77,0,0,371,290,364,43,4,ok
274,14357,2022-11-16 10:52:22,77,0,0,372,290,365,44,4,ok
275,14358,2022-11-16 10:52:24,77,0,0,365,288,365,45,4,ok
276,14359,2022-11-16 10:52:26,77,0,0,346,292,351,46,4,ok
277,14360,2022-11-16 10:52:28,77,0,0,340,290,360,47,4,ok
278,14361,2022-11-16 10:52:30,77,0,0,345,293,356,47,4,ok
279,14362,2022-11-16 10:52:32,77,0,0,376,287,364,48,4,ok
280,14363,2022-11-16 10:52:34,77,0,0,384,289,363,49,4,ok
281,14390,2022-11-16 10:54:40,77,0,0,386,292,356,49,4,ok
282,14391,2022-11-16 10:54:41,77,0,0,288,365,352,0,5,ok
283,14392,2022-11-16 10:54:43,77,0,0,290,366,344,1,5,ok
284,14393,2022-11-16 10:54:45,77,0,0,294,357,357,2,5,ok
285,14394,2022-11-16 10:54:47,77,0,0,290,357,350,3,5,ok
286,14395,2022-11-16 10:54:49,77,0,0,289,362,345,4,5,ok
287,14396,2022-11-16 10:54:51,77,0,0,287,361,348,5,5,ok
288,14397,2022-11-16 10:54:53,77,0,0,287,357,347,6,5,ok
289,14398,2022-11-16 10:54:55,77,0,0,287,359,347,7,5,ok
290,14399,2022-11-16 10:54:56,77,0,0,287,363,363,8,5,ok
291,14400,2022-11-16 10:54:58,77,0,0,288,374,350,9,5,ok
292,14401,2022-11-16 10:55:01,77,0,0,285,361,341,10,5,ok
293,14402,2022-11-16 10:55:02,77,0,0,292,379,352,10,5,ok
294,14403,2022-11-16 10:55:05,77,0,0,288,368,359,11,5,ok
295,14404,2022-11-16 10:55:07,77,0,0,288,368,359,11,5,ok
296,14405,2022-11-16 10:55:09,77,0,0,284,359,343,12,5,ok
297,14406,2022-11-16 10:55:11,77,0,0,282,373,337,12,5,ok
298,14407,2022-11-16 10:55:13,77,0,0,287,375,368,13,5,ok
299,14408,2022-11-16 10:55:15,77,0,0,290,364,368,14,5,ok
300,14409,2022-11-16 10:55:16,77,0,0,294,361,361,15,5,ok
301,14410,2022-11-16 10:55:18,77,0,0,290,362,346,16,5,ok
302,14411,2022-11-16 10:55:20,77,0,0,289,359,342,17,5,ok
303,14412,2022-11-16 10:55:22,77,0,0,287,366,367,18,5,ok
304,14413,2022-11-16 10:55:24,77,0,0,288,360,369,19,5,ok
305,14414,2022-11-16 10:55:26,77,0,0,284,362,359,20,5,ok
306,14415,2022-11-16 10:55:28,77,0,0,285,366,362,21,5,ok
307,14416,2022-11-16 10:55:30,77,0,0,285,355,354,22,5,ok
308,14417,2022-11-16 10:55:31,77,0,0,289,357,343,23,5,ok
309,14418,2022-11-16 10:55:33,77,0,0,288,357,354,24,5,ok
310,14419,2022-11-16 10:55:36,77,0,0,290,367,375,25,5,ok
311,14420,2022-11-16 10:55:38,77,0,0,290,367,375,25,5,ok
312,14421,2022-11-16 10:55:40,77,0,0,288,359,367,26,5,ok
313,14422,2022-11-16 10:55:42,77,0,0,288,359,367,26,5,ok
314,14423,2022-11-16 10:55:44,77,0,0,287,359,366,27,5,ok
315,14424,2022-11-16 10:55:46,77,0,0,289,363,334,28,5,ok
316,14425,2022-11-16 10:55:48,77,0,0,289,363,334,28,5,ok
317,14426,2022-11-16 10:55:50,77,0,0,289,361,345,29,5,ok
318,14428,2022-11-16 10:55:54,77,0,0,286,362,347,30,5,ok
319,14429,2022-11-16 10:55:57,77,0,0,280,366,350,31,5,ok
320,14430,2022-11-16 10:55:59,77,0,0,294,361,347,31,5,ok
321,14431,2022-11-16 10:56:01,77,0,0,294,361,347,31,5,ok
322,14432,2022-11-16 10:56:03,77,0,0,287,359,350,32,5,ok
323,14433,2022-11-16 10:56:05,77,0,0,287,359,350,32,5,ok
324,14434,2022-11-16 10:56:07,77,0,0,289,341,353,33,5,ok
325,14435,2022-11-16 10:56:09,77,0,0,290,339,351,33,5,ok
326,14436,2022-11-16 10:56:11,77,0,0,290,338,348,34,5,ok
327,14437,2022-11-16 10:56:14,77,0,0,286,345,356,36,5,ok
328,14438,2022-11-16 10:56:16,77,0,0,290,359,343,36,5,ok
329,14439,2022-11-16 10:56:18,77,0,0,291,349,334,37,5,ok
330,14440,2022-11-16 10:56:21,77,0,0,289,352,341,39,5,ok
331,14441,2022-11-16 10:56:24,77,0,0,286,359,359,40,5,ok
332,14442,2022-11-16 10:56:28,77,0,0,287,357,355,41,5,ok
333,14443,2022-11-16 10:56:30,77,0,0,286,359,353,42,5,ok
334,14444,2022-11-16 10:56:32,77,0,0,288,358,344,44,5,ok
335,14445,2022-11-16 10:56:34,77,0,0,285,359,342,45,5,ok
336,14446,2022-11-16 10:56:36,77,0,0,292,354,336,46,5,ok
337,14447,2022-11-16 10:56:39,77,0,0,292,357,368,48,5,ok
338,14464,2022-11-16 10:57:31,77,0,0,436,357,347,0,6,ok
339,14465,2022-11-16 10:57:34,77,0,0,442,366,357,0,6,ok
340,14466,2022-11-16 10:57:36,77,0,0,442,366,357,0,6,ok
341,14467,2022-11-16 10:57:38,77,0,0,445,369,361,1,6,ok
342,14468,2022-11-16 10:57:40,77,0,0,439,365,368,2,6,ok
343,14469,2022-11-16 10:57:42,77,0,0,440,367,347,2,6,ok
344,14470,2022-11-16 10:57:44,77,0,0,440,368,347,3,6,ok
345,14471,2022-11-16 10:57:45,77,0,0,437,363,365,4,6,ok
346,14472,2022-11-16 10:57:47,77,0,0,444,367,372,5,6,ok
347,14473,2022-11-16 10:57:49,77,0,0,442,372,373,6,6,ok
348,14474,2022-11-16 10:57:51,77,0,0,445,359,342,7,6,ok
349,14475,2022-11-16 10:57:53,77,0,0,443,368,369,8,6,ok
350,14476,2022-11-16 10:57:55,77,0,0,439,372,373,8,6,ok
351,14477,2022-11-16 10:57:58,77,0,0,441,369,372,9,6,ok
352,14478,2022-11-16 10:57:59,77,0,0,441,369,372,9,6,ok
353,14479,2022-11-16 10:58:02,77,0,0,442,361,345,10,6,ok
354,14480,2022-11-16 10:58:04,77,0,0,442,361,345,10,6,ok
355,14481,2022-11-16 10:58:06,77,0,0,444,365,347,10,6,ok
356,14482,2022-11-16 10:58:08,77,0,0,441,370,362,10,6,ok
357,14483,2022-11-16 10:58:10,77,0,0,435,367,368,11,6,ok
358,14484,2022-11-16 10:58:12,77,0,0,435,367,368,11,6,ok
359,14485,2022-11-16 10:58:15,77,0,0,437,367,349,12,6,ok
360,14489,2022-11-16 10:58:23,77,0,0,439,353,355,12,6,ok
361,14490,2022-11-16 10:58:25,77,0,0,438,356,376,13,6,ok
362,14491,2022-11-16 10:58:27,77,0,0,438,356,376,13,6,ok
363,14492,2022-11-16 10:58:30,77,0,0,441,358,363,14,6,ok
364,14493,2022-11-16 10:58:32,77,0,0,444,382,352,14,6,ok
365,14494,2022-11-16 10:58:34,77,0,0,444,382,352,14,6,ok
366,14495,2022-11-16 10:58:36,77,0,0,441,393,364,14,6,ok
367,14499,2022-11-16 10:58:45,77,0,0,432,356,320,14,6,ok
368,14500,2022-11-16 10:58:47,77,0,0,432,356,320,14,6,ok
369,14501,2022-11-16 10:58:49,77,0,0,433,358,323,15,6,ok
370,14502,2022-11-16 10:58:51,77,0,0,436,360,328,15,6,ok
371,14503,2022-11-16 10:58:53,77,0,0,434,359,325,16,6,ok
372,14504,2022-11-16 10:58:55,77,0,0,446,373,355,17,6,ok
373,14505,2022-11-16 10:58:58,77,0,0,445,372,357,17,6,ok
374,14506,2022-11-16 10:59:00,77,0,0,443,371,351,17,6,ok
375,14507,2022-11-16 10:59:02,77,0,0,443,372,355,18,6,ok
376,14508,2022-11-16 10:59:04,77,0,0,445,375,356,18,6,ok
